"螟沥斥档","螟沥家疙","捞魂拳龙家丑档(ppm)","坷粮丑档(ppm)","老魂拳藕家丑档(ppm)","酒炔魂啊胶(ppm)","固技刚瘤(Ф/З)","檬固技刚瘤(Ф/З)"
"2001","碍悼备","0.044","0.012","0.9","0.003","89",""
"2001","碍合备","0.047","0.012","0.7","0.004","85",""
"2001","碍辑备","0.035","0.015","0.7","0.004","66",""
"2001","包厩备","0.034","0.024","0.9","0.005","",""
"2001","堡柳备","0.041","0.016","0.8","0.004","83",""
"2001","备肺备","0.038","0.013","0.7","0.005","61",""
"2001","备肺备2","0.031","0.012","0.7","0.003","83",""
"2001","陛玫备","0.036","0.013","0.8","0.003","59",""
"2001","畴盔备","0.035","0.021","0.8","0.005","75",""
"2001","档豪备","0.029","0.018","0.7","0.005","66",""
"2001","档魂措肺","0.057","0.009","1.3","0.005","55",""
"2001","悼措巩备","0.037","0.016","0.8","0.005","73",""
"2001","悼累备","0.037","0.012","0.7","0.004","61",""
"2001","付器备","0.038","0.011","0.9","0.006","73",""
"2001","辑措巩备","0.039","0.013","0.8","0.004","62",""
"2001","辑檬备","0.035","0.012","0.4","0.005","55",""
"2001","己悼备","0.037","0.01","0.7","0.004","83",""
"2001","己合备","0.03","0.016","1.5","0.007","64",""
"2001","价颇备","0.031","0.014","0.5","0.004","60",""
"2001","价颇备2","0.046","0.015","0.8","0.005","50",""
"2001","脚锰肺","0.066","0.012","0.8","0.008","70",""
"2001","剧玫备","0.038","0.011","0.8","0.004","76",""
"2001","康殿器备","0.035","0.018","1.4","0.008","53",""
"2001","康殿器肺","0.055","0.01","1.1","0.006","72",""
"2001","侩魂备","0.036","0.014","0.5","0.005","65",""
"2001","篮乞备","0.029","0.023","1.2","0.007","59",""
"2001","辆肺备","0.047","0.021","0.8","0.005","94",""
"2001","吝备","0.036","0.014","1.3","0.008","57",""
"2001","吝尔备","0.032","0.018","1.6","0.007","84",""
"2001","玫龋措肺","","","","","",""
"2001","没拌玫肺","0.043","0.011","0.7","0.005","71",""
"2001","茄碍措肺","0.058","0.014","1.5","0.008","88",""
"2001","全釜肺","0.064","","1","","69",""
"2001","全瘤巩","0.047","0.014","1.8","0.01","81",""
"2000","碍巢备","0.032","0.016","1","0.006","72",""
"2000","碍悼备","0.037","0.015","0.8","0.004","72",""
"2000","碍合备","0.043","0.013","0.7","0.007","90",""
"2000","碍辑备","0.037","0.015","0.7","0.004","57",""
"2000","包厩备","0.018","0.026","0.8","0.005","",""
"2000","堡柳备","0.035","0.014","0.7","0.005","70",""
"2000","备肺备","0.038","0.016","0.7","0.005","51",""
"2000","备肺备2","0.029","0.018","0.7","0.004","73",""
"2000","陛玫备","0.04","0.01","0.8","0.005","63",""
"2000","畴盔备","0.037","0.024","0.8","0.007","71",""
"2000","档豪备","0.03","0.022","0.8","0.007","67",""
"2000","档魂措肺","0.058","0.011","1.6","0.007","52",""
"2000","悼措巩备","0.032","0.015","1.1","0.007","58",""
"2000","悼累备","0.031","0.01","0.8","0.006","58",""
"2000","付器备","0.034","0.017","1","0.008","65",""
"2000","辑措巩备","0.045","0.015","0.8","0.006","59",""
"2000","辑檬备","0.038","0.018","0.5","0.005","48",""
"2000","己悼备","0.041","0.012","0.7","0.004","75",""
"2000","己合备","0.026","0.019","0.9","0.011","",""
"2000","价颇备","0.033","0.016","0.7","0.005","45",""
"2000","价颇备2","0.036","0.016","0.9","0.01","44",""
"2000","脚锰肺","0.053","0.011","1.5","0.009","76",""
"2000","剧玫备","0.037","0.015","1","0.005","70",""
"2000","康殿器备","0.038","0.017","1.2","0.008","46",""
"2000","康殿器肺","0.073","","1.6","","58",""
"2000","侩魂备","0.04","0.018","1","0.006","69",""
"2000","篮乞备","0.026","0.021","0.8","0.006","38",""
"2000","辆肺备","0.046","0.017","0.9","0.006","78",""
"2000","吝备","0.026","0.013","1.4","0.008","53",""
"2000","吝尔备","0.032","0.017","1.4","0.007","76",""
"2000","玫龋措肺","","","","","",""
"2000","没拌玫肺","0.061","","1.5","","69",""
"2000","茄碍措肺","","","","","",""
"2000","全釜肺","0.076","","1.5","","69",""
"2000","全瘤巩","","","","","",""
"1999","碍巢备","0.025","0.016","1.3","0.006","68",""
"1999","碍悼备","0.035","0.015","0.8","0.006","75",""
"1999","碍合备","0.035","0.011","0.9","0.007","68",""
"1999","碍辑备","0.042","0.016","0.7","0.007","56",""
"1999","包厩备","0.013","0.026","1.1","0.004","",""
"1999","堡柳备","0.032","0.017","0.8","0.006","",""
"1999","备肺备","0.04","0.017","0.8","0.008","58",""
"1999","备肺备2","0.032","0.016","0.8","0.006","",""
"1999","陛玫备","0.036","0.013","1.2","0.008","63",""
"1999","畴盔备","0.036","0.017","0.8","0.005","72",""
"1999","档豪备","0.033","0.022","0.8","0.008","58",""
"1999","档魂措肺","0.063","0.01","1.5","0.005","",""
"1999","悼措巩备","0.029","0.014","1.4","0.008","66",""
"1999","悼累备","0.033","0.013","1","0.008","59",""
"1999","付器备","0.023","0.014","1.4","0.007","71",""
"1999","辑措巩备","0.042","0.014","0.9","0.008","64",""
"1999","辑檬备","0.043","0.016","0.9","0.006","58",""
"1999","己悼备","0.037","0.016","1","0.008","",""
"1999","己合备","0.035","0.015","1.2","0.01","",""
"1999","价颇备","0.033","0.017","0.8","0.006","47",""
"1999","价颇备2","0.021","0.017","1.7","0.01","53",""
"1999","脚锰肺","0.055","0.011","1.7","0.006","",""
"1999","剧玫备","0.036","0.013","1.1","0.006","77",""
"1999","康殿器备","0.032","0.018","1.7","0.006","88",""
"1999","康殿器肺","0.059","","1.7","","",""
"1999","侩魂备","0.04","0.016","1.1","0.006","",""
"1999","篮乞备","0.027","0.023","1.1","0.006","50",""
"1999","辆肺备","0.033","0.015","1.1","0.006","73",""
"1999","吝备","0.024","0.014","1.5","0.007","70",""
"1999","吝尔备","0.023","0.015","1.5","0.009","96",""
"1999","玫龋措肺","","","","","",""
"1999","没拌玫肺","0.076","","1.6","","",""
"1999","茄碍措肺","0.04","0.011","2.7","0.012","80",""
"1999","全釜肺","0.068","","1.6","","",""
"1999","全瘤巩","0.032","0.011","2.9","0.017","43",""
"1998","碍巢备","0.018","0.017","1.1","0.008","",""
"1998","碍悼备","0.033","0.015","0.8","0.005","65",""
"1998","碍合备","0.04","0.013","1.2","0.01","67",""
"1998","碍辑备","0.051","0.017","0.9","0.006","58",""
"1998","包厩备","0.022","0.023","1.2","0.005","",""
"1998","堡柳备","0.03","0.021","0.8","0.006","",""
"1998","备肺备","0.031","0.012","0.7","0.009","57",""
"1998","备肺备2","0.026","0.015","0.7","0.007","",""
"1998","陛玫备","0.032","0.013","1.2","0.007","65",""
"1998","畴盔备","0.032","0.016","1","0.008","65",""
"1998","档豪备","0.033","0.021","0.9","0.011","64",""
"1998","档魂措肺","0.056","0.008","1.5","0.006","",""
"1998","悼措巩备","0.033","0.015","1.4","0.008","64",""
"1998","悼累备","0.033","0.018","0.9","0.01","64",""
"1998","付器备","0.029","0.011","1.3","0.006","91",""
"1998","辑措巩备","0.04","0.017","0.9","0.006","",""
"1998","辑檬备","0.04","0.016","0.9","0.006","53",""
"1998","己悼备","0.031","0.018","1","0.009","",""
"1998","己合备","0.035","0.015","1.4","0.009","",""
"1998","价颇备","0.032","0.019","0.8","0.007","46",""
"1998","价颇备2","0.013","0.013","1.9","0.008","",""
"1998","脚锰肺","0.081","0.008","1.7","0.009","",""
"1998","剧玫备","0.036","0.015","1","0.008","64",""
"1998","康殿器备","0.021","0.018","1.2","0.007","",""
"1998","康殿器肺","0.052","","1.7","","",""
"1998","侩魂备","0.039","0.017","1","0.007","",""
"1998","篮乞备","0.019","0.022","1.2","0.008","54",""
"1998","辆肺备","0.039","0.016","1.2","0.006","69",""
"1998","吝备","0.026","0.013","1.6","0.007","49",""
"1998","吝尔备","0.018","0.017","1.6","0.008","62",""
"1998","玫龋措肺","","","","","",""
"1998","没拌玫肺","0.072","","1.6","","",""
"1998","茄碍措肺","0.018","0.009","2.9","0.009","78",""
"1998","全釜肺","0.063","0.088","1.5","0.006","",""
"1998","全瘤巩","0.049","0.01","2.5","0.016","54",""
"1997","碍巢备","0.027","0.016","1.7","0.014","1",""
"1997","碍辑备","0.047","0.016","0.9","0.007","60",""
"1997","包厩备","0.023","0.022","0.8","0.007","",""
"1997","堡柳备","0.036","0.024","0.8","0.008","",""
"1997","备肺备","0.032","0.012","0.7","0.009","77",""
"1997","备肺备2","0.03","0.014","0.7","0.009","",""
"1997","档豪备","0.04","0.02","1","0.016","78",""
"1997","档魂措肺","0.07","0.01","2","0.009","",""
"1997","悼措巩备","0.041","0.012","1.3","0.011","79",""
"1997","付器备","0.032","0.01","1.6","0.01","87",""
"1997","辑措巩备","0.036","0.015","1","0.009","",""
"1997","辑檬备","0.037","0.015","1","0.01","60",""
"1997","己悼备","0.032","0.015","1.1","0.012","",""
"1997","己合备","0.034","0.017","1.9","0.017","",""
"1997","价颇备","0.039","0.017","0.8","0.005","55",""
"1997","价颇备2","0.018","0.012","1.6","0.006","0",""
"1997","脚锰肺","0.067","0.009","1.9","0.014","",""
"1997","康殿器备","0.031","0.016","1.3","0.017","",""
"1997","康殿器肺","0.079","","2","","",""
"1997","侩魂备","0.04","0.015","1.1","0.009","",""
"1997","篮乞备","0.02","0.018","1.4","0.008","56",""
"1997","辆肺备","","","","","",""
"1997","吝备","0.028","0.013","1.1","0.011","57",""
"1997","吝尔备","0.021","0.016","1.6","0.01","68",""
"1997","玫龋措肺","","","","","",""
"1997","没拌玫肺","0.08","","1.7","","",""
"1997","茄碍措肺","0.048","0.011","2.6","0.012","75",""
"1997","全釜肺","0.065","0.012","1.5","0.018","",""
"1997","全瘤巩","0.038","0.011","2.8","0.015","78",""
"1996","碍巢备","0.021","0.013","1.3","0.012","",""
"1996","碍辑备","0.044","0.016","1","0.009","67",""
"1996","包厩备","0.013","0.021","0.7","0.012","",""
"1996","堡柳备","0.036","0.023","0.8","0.009","",""
"1996","备肺备","0.034","0.011","0.9","0.012","64",""
"1996","备肺备2","0.03","0.015","0.9","0.011","",""
"1996","档豪备","0.042","0.021","1.1","0.016","83",""
"1996","档魂措肺","0.067","0.009","2.7","0.013","",""
"1996","悼措巩备","0.042","0.015","1.5","0.013","91",""
"1996","付器备","0.032","0.011","1.9","0.015","53",""
"1996","辑措巩备","0.032","0.012","1.2","0.012","",""
"1996","辑檬备","0.034","0.012","0.8","0.01","77",""
"1996","己悼备","0.038","0.014","1.2","0.013","",""
"1996","己合备","0.029","0.016","1.5","0.024","",""
"1996","价颇备","0.037","0.018","1","0.007","59",""
"1996","价颇备2","0.037","0.018","1.4","0.014","",""
"1996","脚锰肺","0.087","0.009","2.2","0.017","",""
"1996","康殿器备","0.028","0.015","1.7","0.023","",""
"1996","康殿器肺","0.074","0.018","2.7","0.004","",""
"1996","侩魂备","0.034","0.014","1.6","0.011","",""
"1996","篮乞备","0.019","0.02","1.7","0.007","58",""
"1996","吝备","0.035","0.012","1.5","0.013","78",""
"1996","吝尔备","0.042","0.015","1.2","0.014","84",""
"1996","玫龋措肺","","","","","",""
"1996","没拌玫肺","0.084","0.002","2.2","0.018","",""
"1996","全釜肺","0.046","","2.4","","",""
"1996","全瘤巩","0.028","0.009","3.5","0.021","91",""
"1995","碍巢备","0.022","0.012","1.7","0.018","",""
"1995","碍辑备","0.052","0.009","1.1","0.014","68",""
"1995","包厩备","0.021","0.015","0.8","0.012","",""
"1995","堡柳备","0.032","0.016","0.9","0.013","",""
"1995","备肺备","0.029","0.011","0.9","0.018","64",""
"1995","备肺备2","0.032","0.014","1","0.015","",""
"1995","档豪备","0.036","0.02","1","0.022","83",""
"1995","档魂措肺","0.048","0.007","1.9","0.016","",""
"1995","悼措巩备","0.038","0.012","1.6","0.019","97",""
"1995","付器备","0.034","0.011","1.4","0.02","73",""
"1995","辑措巩备","0.034","0.009","1.3","0.018","",""
"1995","辑檬备","0.033","0.012","0.7","0.014","81",""
"1995","己悼备","0.039","0.013","1.3","0.018","",""
"1995","己合备","0.022","0.016","1.4","0.024","",""
"1995","价颇备","0.034","0.016","1","0.01","58",""
"1995","价颇备2","0.037","0.015","1.3","0.018","",""
"1995","脚锰肺","0.074","0.009","2.1","0.03","",""
"1995","康殿器备","0.027","0.013","1.7","0.024","",""
"1995","康殿器肺","0.062","","2.5","","",""
"1995","侩魂备","0.031","0.011","1.7","0.014","",""
"1995","篮乞备","0.027","0.014","1.9","0.013","66",""
"1995","吝备","0.039","0.013","1.1","0.02","87",""
"1995","吝尔备","0.025","0.011","1.5","0.019","89",""
"1995","玫龋措肺","","","","","",""
"1995","没拌玫肺","0.076","","2.3","","",""
"1995","全釜肺","0.057","","3.3","","",""
"1994","碍巢备","","","","","",""
"1994","碍辑备","0.044","0.015","1.1","0.015","",""
"1994","包厩备","","","","","",""
"1994","堡柳备","0.027","0.012","1","0.012","",""
"1994","备肺备","0.021","0.017","1.1","0.02","",""
"1994","备肺备2","0.032","0.016","1.1","0.016","",""
"1994","档豪备","0.024","0.018","1.4","0.024","",""
"1994","悼措巩备","","","","","",""
"1994","付器备","","","","","",""
"1994","辑措巩备","0.035","0.014","1.5","0.019","",""
"1994","辑檬备","0.042","0.016","0.9","0.016","",""
"1994","己悼备","0.028","0.015","1.3","0.022","",""
"1994","己合备","","","","","",""
"1994","价颇备","0.028","0.018","1.1","0.011","",""
"1994","价颇备2","","","","","",""
"1994","脚锰肺","0.077","0.009","2.2","0.032","",""
"1994","康殿器备","","","","","",""
"1994","康殿器肺","0.051","0.012","2.6","0.032","",""
"1994","侩魂备","0.04","0.015","1.6","0.018","",""
"1994","篮乞备","","","","","",""
"1994","吝备","","","","","",""
"1994","玫龋措肺","","","","","",""
"1994","没拌玫肺","0.07","0.002","2","0.041","",""
"1993","碍辑备","0.035","0.011","1","0.022","",""
"1993","堡柳备","0.022","0.011","1.1","0.014","",""
"1993","备肺备","0.032","0.014","1.3","0.03","",""
"1993","备肺备2","0.03","0.016","1.3","0.021","",""
"1993","档豪备","0.031","0.016","1.7","0.03","",""
"1993","辑措巩备","0.03","0.013","1.7","0.025","",""
"1993","辑檬备","0.037","0.014","1.3","0.016","",""
"1993","己悼备","0.035","0.014","1.4","0.028","",""
"1993","价颇备","0.027","0.015","1.1","0.013","",""
"1993","价颇备2","","","","","",""
"1993","脚锰肺","0.075","0.004","2.7","0.044","",""
"1993","康殿器肺","0.068","0.005","3.5","0.019","",""
"1993","侩魂备","0.037","0.011","1.8","0.023","",""
"1993","玫龋措肺","","","","","",""
"1993","没拌玫肺","0.062","0.005","2.6","0.022","",""
"1992","碍辑备","0.031","0.014","1.2","0.028","",""
"1992","堡柳备","0.02","0.015","1.3","0.023","",""
"1992","备肺备","0.031","0.016","1.6","0.047","",""
"1992","备肺备2","0.029","0.01","1.9","0.029","",""
"1992","档豪备","0.033","0.014","3","0.046","",""
"1992","辑措巩备","0.026","0.02","1.9","0.037","",""
"1992","辑檬备","0.033","0.009","1.6","0.025","",""
"1992","己悼备","0.042","0.006","3","0.074","",""
"1992","价颇备","0.032","0.013","1.4","0.021","68",""
"1992","价颇备2","0.035","0.004","1.8","0.04","",""
"1992","侩魂备","0.037","0.011","1.8","0.034","",""
"1992","玫龋措肺","0.105","0.014","1.4","0.019","",""
"1991","碍辑备","0.03","0.011","1.2","0.02","",""
"1991","堡柳备","0.031","0.019","1.3","0.023","",""
"1991","备肺备","0.031","0.017","1.6","0.061","",""
"1991","备肺备2","0.029","0.007","2.3","0.04","",""
"1991","档豪备","0.026","0.011","2.4","0.051","",""
"1991","辑措巩备","0.03","0.018","2.1","0.036","",""
"1991","辑檬备","0.034","0.011","3.3","0.028","",""
"1991","己悼备","0.047","0.009","2.4","0.054","",""
"1991","价颇备","0.034","0.013","1.6","0.035","78",""
"1991","价颇备2","0.029","0.011","1.2","0.021","",""
"1991","侩魂备","0.037","0.011","2","0.037","",""
"1991","玫龋措肺","","","","","",""
"1990","堡柳备","0.036","0.008","2.5","0.025","",""
"1990","备肺备","0.026","0.014","2.9","0.074","",""
"1990","备肺备2","0.027","0.016","4","0.051","",""
"1990","档豪备","0.022","0.007","2.8","0.066","",""
"1990","辑措巩备","0.026","0.011","3.4","0.062","",""
"1990","辑檬备","0.033","0.008","2.7","0.049","",""
"1990","己悼备","0.044","0.009","2.5","0.065","",""
"1990","价颇备","0.032","0.015","1.8","0.042","57",""
"1990","价颇备2","0.033","0.009","1.7","0.04","",""
"1990","侩魂备","0.035","0.01","2.4","0.027","",""
"1990","玫龋措肺","0.021","0.014","3.5","0.02","",""
"1989","堡柳备","0.032","0.01","2.5","0.036","",""
"1989","备肺备","0.034","0.007","5.4","0.091","",""
"1989","备肺备2","0.024","0.018","4.2","0.073","",""
"1989","档豪备","0.03","0.008","4.8","0.081","",""
"1989","辑措巩备","0.033","0.013","4.5","0.105","",""
"1989","辑檬备","0.036","0.009","2.5","0.059","",""
"1989","己悼备","0.041","0.01","2.8","0.075","",""
"1989","价颇备","0.032","0.014","2","0.049","61",""
"1989","价颇备2","0.028","0.007","2","0.05","",""
"1989","侩魂备","0.039","0.011","2.1","0.084","",""
"1988","堡柳备","0.027","0.008","2.5","0.057","",""
"1988","备肺备","0.029","0.003","2.9","0.081","",""
"1988","备肺备2","0.018","0.011","3.7","0.09","",""
"1988","档豪备","0.03","0.017","4","0.097","",""
"1988","辑措巩备","0.029","0.015","4.2","0.121","",""
"1988","辑檬备","0.034","0.011","2.6","0.057","",""
"1988","己悼备","0.034","0.008","3.9","0.078","",""
"1988","价颇备","0.03","0.012","1.9","0.039","68",""
"1988","价颇备2","0.029","0.006","1.8","0.039","",""
"1988","侩魂备","0.026","0.01","2.7","0.072","",""
"1987","堡柳备","0.027","0.006","1.8","0.051","",""
"1987","备肺备","0.032","0.008","3.5","0.078","",""
"1987","备肺备2","0.022","0.008","3.2","0.103","",""
"1987","档豪备","0.033","0.012","4.6","0.097","",""
"1987","辑措巩备","0.053","0.014","4.2","0.055","",""
"1987","辑檬备","0.037","0.017","2.9","0.064","",""
"1987","己悼备","0.035","0.022","3.8","0.094","",""
"1987","价颇备","0.032","0.014","1.8","","",""
"1987","价颇备2","0.048","0.005","2","0.04","",""
"1987","侩魂备","0.026","0.012","2.6","0.056","",""
